time,temperature_2m,relativehumidity_2m,surface_pressure,precipitation,cloudcover,direct_radiation,diffuse_radiation,windspeed_10m
16,0.5,70,991.6,0.0,100,61.0,147.0,22.3
17,-0.0,76,991.5,0.0,94,25.0,88.0,25.2
18,-0.5,78,991.9,0.1,93,3.0,24.0,24.1
19,-0.6,79,991.6,0.1,100,0.0,0.0,21.6
20,-0.9,77,991.5,0.0,100,0.0,0.0,19.6
21,-1.5,76,990.8,0.0,100,0.0,0.0,18.6
22,-1.6,75,990.4,0.0,100,0.0,0.0,18.2
23,-1.9,76,989.4,0.0,100,0.0,0.0,16.1
00,-1.9,78,988.2,0.0,100,0.0,0.0,16.0
01,-1.6,82,986.8,0.0,100,0.0,0.0,17.3
02,-1.1,86,984.7,0.1,100,0.0,0.0,19.6
03,-0.6,89,983.4,0.2,100,0.0,0.0,20.3
04,-0.5,91,981.0,0.4,100,0.0,0.0,21.1
05,-0.3,93,979.1,0.7,100,0.0,0.0,21.9
06,0.0,93,977.1,0.9,100,0.0,0.0,22.3
07,0.5,94,975.6,0.8,100,0.0,0.0,24.0
08,1.1,94,974.6,0.5,88,0.0,1.0,26.2
09,1.8,90,974.6,0.2,83,6.0,34.0,27.1
10,2.5,87,974.9,0.2,68,32.0,94.0,29.7
11,2.9,86,975.4,0.2,75,91.0,137.0,32.3
12,3.3,86,975.7,0.1,100,97.0,186.0,29.0
13,3.6,86,975.4,0.1,100,62.0,250.0,29.4
14,3.9,85,975.5,0.1,100,126.0,212.0,27.4
15,3.5,86,975.9,0.3,99,131.0,173.0,28.5
16,3.3,84,976.9,0.1,100,39.0,151.0,28.9
17,3.0,86,977.1,0.1,100,22.0,86.0,24.1
18,2.4,87,978.0,0.4,100,2.0,22.0,21.1
19,1.6,90,978.8,0.6,100,0.0,0.0,19.6
20,1.1,94,979.4,0.4,100,0.0,0.0,17.1
21,0.6,96,980.0,0.3,100,0.0,0.0,14.4
22,0.4,97,980.9,0.4,100,0.0,0.0,11.5
23,0.1,97,981.6,0.5,100,0.0,0.0,11.3
00,-0.7,96,982.8,0.2,100,0.0,0.0,14.0
01,-1.7,93,984.8,0.1,100,0.0,0.0,17.5
02,-2.6,91,986.1,0.1,100,0.0,0.0,17.0
03,-3.3,89,987.7,0.0,100,0.0,0.0,16.2
04,-4.0,89,989.0,0.0,96,0.0,0.0,16.9
05,-5.0,85,990.4,0.0,90,0.0,0.0,18.5
06,-6.2,84,991.8,0.0,90,0.0,0.0,18.2
07,-7.6,82,993.1,0.0,89,0.0,0.0,20.3
08,-9.1,81,994.3,0.0,89,0.0,3.0,20.6
09,-10.2,79,995.9,0.0,85,5.0,39.0,20.0
10,-9.3,74,997.0,0.0,90,33.0,102.0,18.7
11,-9.1,74,997.7,0.0,90,57.0,184.0,18.2
12,-8.7,73,998.3,0.0,90,66.0,219.0,17.6
13,-8.1,71,998.2,0.0,67,99.0,239.0,18.1
14,-7.7,70,998.6,0.0,86,96.0,240.0,18.8
15,-7.4,69,999.0,0.0,100,59.0,205.0,19.1
16,-7.4,69,999.5,0.0,100,34.0,152.0,18.9
17,-7.6,68,999.8,0.0,86,11.0,94.0,18.4
18,-7.9,69,1000.6,0.0,63,5.0,23.0,15.0
19,-8.4,71,1001.5,0.0,65,0.0,0.0,14.7
20,-8.8,71,1002.5,0.0,67,0.0,0.0,15.1
21,-9.3,72,1003.0,0.0,83,0.0,0.0,17.0
22,-8.8,72,1003.4,0.0,89,0.0,0.0,18.6
23,-9.0,71,1003.9,0.0,90,0.0,0.0,19.0
00,-9.1,70,1004.5,0.0,90,0.0,0.0,18.7
01,-9.3,70,1005.0,0.0,90,0.0,0.0,19.1
02,-9.4,69,1005.1,0.0,88,0.0,0.0,17.9
03,-9.6,69,1005.5,0.0,90,0.0,0.0,17.9
04,-9.8,69,1005.9,0.0,90,0.0,0.0,18.5
05,-10.1,70,1006.4,0.0,90,0.0,0.0,18.2
06,-10.3,70,1007.2,0.0,90,0.0,0.0,17.2
07,-10.5,70,1007.5,0.0,90,0.0,0.0,16.3
08,-10.5,70,1008.1,0.0,90,0.0,4.0,16.0
09,-10.3,70,1008.9,0.0,90,7.0,58.0,16.2
10,-9.0,68,1009.6,0.0,90,28.0,140.0,16.9
11,-8.0,66,1009.9,0.0,89,122.0,181.0,17.1
12,-6.9,63,1010.2,0.0,85,260.0,171.0,17.3
13,-6.0,61,1010.5,0.0,46,353.0,139.0,18.5
14,-5.2,57,1010.3,0.0,56,388.0,111.0,18.2
15,-4.8,56,1010.5,0.0,45,313.0,112.0,16.5
16,-4.7,54,1010.6,0.0,0,238.0,87.0,15.3
17,-5.0,56,1010.8,0.0,0,119.0,66.0,12.3
18,-6.4,64,1011.1,0.0,0,30.0,24.0,7.1
19,-8.5,69,1011.1,0.0,0,0.0,0.0,9.9
20,-7.9,62,1011.2,0.0,0,0.0,0.0,10.1
21,-6.7,58,1011.3,0.0,0,0.0,0.0,9.4
22,-7.3,58,1011.2,0.0,0,0.0,0.0,9.1
23,-8.3,60,1011.3,0.0,0,0.0,0.0,10.3
00,-9.8,63,1011.5,0.0,0,0.0,0.0,10.7
01,-10.1,64,1011.6,0.0,0,0.0,0.0,9.7
02,-11.4,67,1011.0,0.0,24,0.0,0.0,8.4
03,-12.1,69,1010.7,0.0,28,0.0,0.0,8.1
04,-12.5,70,1010.3,0.0,45,0.0,0.0,8.7
05,-12.7,72,1009.6,0.0,25,0.0,0.0,10.1
06,-12.1,72,1009.5,0.0,27,0.0,0.0,11.4
07,-10.7,72,1008.8,0.0,50,0.0,0.0,12.7
08,-8.7,69,1008.7,0.0,85,0.0,5.0,14.5
09,-6.7,67,1008.3,0.0,82,4.0,65.0,16.4
10,-5.7,70,1007.8,0.0,85,45.0,132.0,19.3
11,-4.1,67,1006.9,0.0,86,106.0,186.0,22.2
12,-2.8,65,1006.2,0.0,86,139.0,226.0,24.0
13,-1.6,61,1004.7,0.0,90,248.0,199.0,25.0
14,-0.8,58,1003.7,0.0,97,270.0,178.0,26.1
15,-0.4,58,1002.9,0.0,100,180.0,175.0,25.0
16,-0.1,59,1002.2,0.0,100,99.0,129.0,23.8
17,-0.2,62,1001.4,0.0,100,10.0,64.0,22.1
18,-0.6,66,1000.8,0.0,100,1.0,17.0,21.7
19,-0.6,70,1000.2,0.0,100,0.0,0.0,22.1
20,-0.5,72,999.7,0.0,100,0.0,0.0,22.6
21,-0.4,73,999.2,0.0,100,0.0,0.0,23.1
22,-0.8,73,998.7,0.0,100,0.0,0.0,22.9
23,-0.8,74,998.2,0.0,100,0.0,0.0,22.9
00,-0.9,75,997.8,0.0,100,0.0,0.0,22.6
01,-1.0,77,997.2,0.0,100,0.0,0.0,22.1
02,-1.0,79,997.0,0.0,100,0.0,0.0,21.3
03,-1.0,80,996.3,0.0,100,0.0,0.0,20.8
04,-0.9,82,995.2,0.0,100,0.0,0.0,20.2
05,-0.8,84,994.7,0.1,100,0.0,0.0,19.7
06,-0.7,88,994.3,0.3,100,0.0,0.0,19.2
07,-0.5,91,994.0,0.4,100,0.0,0.0,19.1
08,-0.1,92,993.5,0.3,100,0.0,2.0,18.9
09,0.5,92,993.3,0.1,100,0.0,41.0,19.6
10,1.1,91,993.0,0.1,100,2.0,73.0,18.8
11,1.9,89,992.8,0.1,100,16.0,128.0,20.8
12,2.5,88,992.2,0.0,100,3.0,137.0,20.3
13,3.0,88,991.9,0.0,100,25.0,127.0,21.0
14,3.4,87,991.0,0.0,100,2.0,116.0,20.5
15,4.0,85,990.5,0.0,100,20.0,128.0,22.7
16,4.6,84,990.4,0.0,96,36.0,132.0,22.7
17,4.8,85,989.7,0.0,96,25.0,83.0,20.2
18,4.5,89,989.1,0.0,100,6.0,20.0,20.5
19,4.6,90,988.7,0.0,100,0.0,0.0,20.6
20,4.9,91,988.3,0.0,100,0.0,0.0,21.1
21,5.3,92,987.5,0.3,100,0.0,0.0,22.1
22,4.9,91,986.9,0.0,80,0.0,0.0,23.8
23,5.2,92,986.3,0.1,76,0.0,0.0,24.9
00,5.7,91,986.4,0.3,89,0.0,0.0,27.1
01,5.8,91,986.1,0.2,83,0.0,0.0,29.3
02,5.8,92,986.8,0.0,100,0.0,0.0,28.0
03,5.9,93,987.3,0.1,100,0.0,0.0,25.2
04,5.9,95,988.0,0.1,100,0.0,0.0,20.9
05,5.5,96,988.3,0.0,100,0.0,0.0,16.8
06,5.0,96,989.6,0.0,100,0.0,0.0,14.5
07,4.2,97,990.0,0.0,100,0.0,0.0,11.6
08,3.5,97,991.4,0.0,100,0.0,3.0,10.6
09,3.2,97,992.3,0.0,100,0.0,29.0,8.4
10,3.3,96,993.4,0.2,100,0.0,46.0,12.8
11,3.3,94,994.4,0.4,100,0.0,80.0,14.9
12,3.6,92,994.5,0.2,100,2.0,125.0,14.5
13,4.7,84,994.1,0.0,100,58.0,236.0,14.9
14,6.1,74,995.7,0.0,100,135.0,226.0,17.6
15,6.4,69,996.6,0.0,100,59.0,195.0,16.4
16,6.1,72,997.3,0.0,100,4.0,142.0,15.1
17,5.6,77,997.5,0.1,100,1.0,70.0,11.3
18,4.6,83,998.3,0.2,96,0.0,18.0,8.9
19,3.7,88,999.1,0.3,98,0.0,0.0,8.7
20,3.0,92,1000.1,0.3,100,0.0,0.0,8.2
21,2.6,93,1000.4,0.4,100,0.0,0.0,7.0
22,1.6,95,1001.0,0.4,100,0.0,0.0,5.7
23,0.9,99,1001.6,0.5,100,0.0,0.0,4.6
00,0.5,100,1001.7,0.5,100,0.0,0.0,3.3
01,0.2,99,1002.4,0.5,100,0.0,0.0,5.4
02,0.2,99,1003.4,0.5,100,0.0,0.0,5.1
03,0.2,100,1003.6,0.4,100,0.0,0.0,4.0
04,0.1,99,1003.9,0.1,100,0.0,0.0,3.9
05,-0.2,99,1004.5,0.0,100,0.0,0.0,4.5
06,0.3,99,1004.7,0.0,100,0.0,0.0,1.3
07,0.1,99,1004.9,0.1,100,0.0,0.0,2.2
08,-0.2,99,1005.0,0.6,100,0.0,4.0,3.1
09,0.5,99,1005.9,0.4,100,0.0,20.0,2.8
10,1.1,99,1006.2,0.6,100,3.0,56.0,3.3
11,1.6,99,1006.6,0.6,100,16.0,97.0,5.4
12,2.0,97,1006.8,0.4,100,3.0,98.0,7.5
13,2.2,96,1006.7,0.3,100,1.0,94.0,9.5
14,2.1,96,1006.7,0.4,100,0.0,76.0,10.2
15,2.0,97,1006.8,0.3,100,3.0,74.0,10.5
16,1.6,99,1007.6,0.4,100,0.0,48.0,8.8
17,1.1,99,1007.3,0.8,100,0.0,16.0,9.3
18,0.8,99,1007.3,0.4,100,0.0,13.0,10.5
19,0.5,98,1007.6,0.1,100,0.0,0.0,10.6
20,0.3,96,1008.2,0.1,100,0.0,0.0,11.8
21,-0.2,94,1008.5,0.1,100,0.0,0.0,13.8
22,-0.3,94,1009.0,0.3,100,0.0,0.0,14.7
23,-0.9,92,1009.4,0.5,100,0.0,0.0,15.7
00,-1.5,90,1009.9,0.3,100,0.0,0.0,16.5
01,-2.1,89,1010.5,0.2,100,0.0,0.0,14.9
02,-2.6,88,1010.7,0.1,100,0.0,0.0,13.2
03,-2.9,87,1010.6,0.0,95,0.0,0.0,13.2
04,-3.4,86,1010.8,0.0,92,0.0,0.0,12.8
05,-3.7,86,1010.9,0.0,90,0.0,0.0,13.0
06,-3.9,84,1011.2,0.0,86,0.0,0.0,13.0
07,-4.2,84,1011.5,0.0,87,0.0,0.0,13.0
08,-4.4,83,1011.9,0.0,82,1.0,7.0,11.9
09,-4.2,80,1012.3,0.0,64,9.0,61.0,10.4
10,-3.3,79,1012.6,0.0,66,2.0,72.0,10.5
11,-2.7,75,1012.3,0.0,100,21.0,111.0,11.7
12,-2.1,74,1012.4,0.0,100,38.0,184.0,11.0
13,-1.5,72,1011.8,0.0,100,55.0,228.0,10.2
14,-0.7,71,1011.2,0.0,100,139.0,250.0,12.4
15,-0.4,70,1010.6,0.0,100,87.0,223.0,15.3
16,-0.3,70,1010.1,0.0,100,84.0,174.0,17.1
17,-0.5,71,1009.4,0.0,88,35.0,112.0,18.2
18,-0.9,73,1009.4,0.0,84,6.0,37.0,15.8
19,-1.2,73,1008.8,0.0,70,0.0,1.0,16.4
20,-1.6,74,1008.8,0.0,48,0.0,0.0,17.4
21,-2.0,76,1008.5,0.0,33,0.0,0.0,18.2
22,-2.4,78,1008.6,0.0,30,0.0,0.0,18.6
23,-2.8,80,1007.8,0.0,31,0.0,0.0,18.8
00,-3.2,81,1007.5,0.0,28,0.0,0.0,19.1
01,-3.4,81,1006.4,0.0,30,0.0,0.0,18.4
02,-3.6,81,1006.5,0.0,24,0.0,0.0,18.4
03,-3.8,81,1006.1,0.0,24,0.0,0.0,18.4
04,-3.7,80,1005.4,0.0,41,0.0,0.0,18.7
05,-3.3,79,1004.5,0.0,69,0.0,0.0,18.4
06,-3.0,79,1003.4,0.0,81,0.0,0.0,18.7
07,-2.8,80,1002.9,0.0,93,0.0,0.0,18.4
08,-2.5,80,1002.6,0.0,100,0.0,6.0,19.1
09,-2.0,80,1002.7,0.0,100,4.0,45.0,19.9
10,-1.5,82,1002.6,0.0,100,2.0,80.0,23.1
11,-0.7,82,1002.3,0.0,100,3.0,115.0,22.8
12,-0.1,82,1002.0,0.1,100,1.0,120.0,22.0
13,0.7,82,1002.0,0.1,100,21.0,141.0,22.1
14,1.2,81,1001.9,0.1,100,3.0,140.0,21.8
15,1.3,81,1002.1,0.2,100,1.0,128.0,20.6
16,1.5,77,1002.6,0.1,79,29.0,120.0,18.6
17,0.9,73,1003.1,0.3,81,45.0,95.0,17.1
18,-0.3,71,1003.9,0.0,30,20.0,38.0,12.9
19,-2.2,73,1004.1,0.0,8,0.0,1.0,8.2
20,-3.6,75,1004.8,0.0,10,0.0,0.0,8.7
21,-5.3,77,1005.0,0.0,6,0.0,0.0,9.4
22,-6.1,77,1005.3,0.0,4,0.0,0.0,9.5
23,-6.7,76,1005.6,0.0,10,0.0,0.0,9.4
00,-7.7,78,1005.6,0.0,14,0.0,0.0,8.3
01,-8.5,79,1005.6,0.0,29,0.0,0.0,8.4
02,-8.6,78,1005.3,0.0,52,0.0,0.0,10.2
03,-8.5,77,1004.5,0.0,93,0.0,0.0,11.3
04,-7.9,76,1004.4,0.0,73,0.0,0.0,12.3
05,-7.3,76,1004.2,0.0,41,0.0,0.0,13.4
06,-7.0,77,1003.6,0.0,1,0.0,0.0,14.3
07,-6.6,79,1003.5,0.0,46,0.0,0.0,15.6
08,-5.4,78,1003.6,0.0,100,3.0,12.0,16.9
09,-3.3,76,1004.0,0.0,100,30.0,70.0,17.3
10,-1.2,76,1004.2,0.0,100,86.0,119.0,20.7
11,0.3,75,1004.2,0.0,95,111.0,189.0,21.9
12,1.1,70,1004.5,0.0,91,102.0,220.0,21.1
13,1.5,68,1004.8,0.0,90,31.0,204.0,19.3
14,1.7,65,1004.9,0.0,90,18.0,172.0,18.2
15,1.9,63,1004.7,0.0,81,12.0,146.0,17.4
16,1.9,64,1004.7,0.0,85,10.0,137.0,17.1
17,1.8,67,1004.2,0.0,77,17.0,85.0,13.1
18,1.2,71,1004.3,0.0,65,13.0,36.0,10.8
19,0.3,76,1004.4,0.0,85,0.0,1.0,10.9
20,0.3,79,1004.4,0.0,93,0.0,0.0,11.8
21,0.4,81,1004.2,0.0,86,0.0,0.0,13.2
22,0.6,82,1004.1,0.0,68,0.0,0.0,14.0
23,0.5,85,1004.0,0.0,68,0.0,0.0,13.8
00,0.7,86,1004.0,0.0,71,0.0,0.0,14.6
01,0.6,87,1003.7,0.0,74,0.0,0.0,13.9
02,0.5,88,1003.3,0.0,84,0.0,0.0,13.5
03,0.0,90,1002.7,0.0,100,0.0,0.0,13.7
04,0.0,90,1002.4,0.0,100,0.0,0.0,13.4
05,0.0,89,1002.1,0.0,100,0.0,0.0,13.7
06,-0.1,90,1001.5,0.0,74,0.0,0.0,13.8
07,-0.3,91,1001.1,0.0,81,0.0,0.0,13.9
08,-0.4,90,1001.0,0.0,87,3.0,10.0,14.6
09,0.3,87,1001.0,0.0,79,26.0,58.0,14.2
10,1.7,81,1001.1,0.0,58,97.0,94.0,16.8
11,2.4,73,1000.9,0.0,65,176.0,129.0,19.8
12,2.7,71,1000.3,0.0,90,48.0,179.0,19.6
13,2.9,71,999.6,0.0,94,87.0,155.0,19.5
14,3.0,70,999.1,0.0,100,32.0,178.0,18.8
15,3.2,68,998.4,0.0,100,6.0,135.0,17.9
16,3.4,66,997.8,0.0,100,9.0,116.0,16.3
17,3.1,70,997.3,0.0,100,8.0,72.0,14.5
18,2.5,74,996.9,0.0,100,3.0,21.0,12.9
19,1.9,78,996.5,0.0,100,0.0,1.0,12.7
20,1.4,82,996.5,0.0,100,0.0,0.0,12.7
21,1.0,87,996.2,0.1,100,0.0,0.0,13.0
22,0.9,88,995.9,0.1,100,0.0,0.0,12.9
23,0.8,90,995.8,0.0,100,0.0,0.0,14.1
00,0.9,91,995.1,0.1,100,0.0,0.0,15.2
01,0.8,92,994.6,0.1,100,0.0,0.0,15.9
02,0.6,93,994.4,0.1,47,0.0,0.0,15.9
03,0.1,93,994.0,0.3,65,0.0,0.0,17.7
04,-0.1,93,993.7,0.3,66,0.0,0.0,18.3
05,-0.1,91,993.6,0.1,62,0.0,0.0,18.5
06,-0.4,92,993.6,0.0,77,0.0,0.0,17.3
07,-0.5,92,993.6,0.0,87,0.0,0.0,15.9
08,-0.3,92,993.8,0.0,88,0.0,10.0,15.7
09,-0.1,88,994.2,0.0,86,0.0,64.0,20.6
10,0.7,86,994.4,0.0,91,26.0,123.0,19.6
11,1.6,82,994.2,0.0,97,34.0,191.0,19.9
12,2.7,73,993.4,0.0,100,131.0,207.0,23.1
13,3.8,64,992.6,0.0,100,94.0,243.0,25.8
14,4.4,61,991.2,0.0,100,87.0,206.0,29.1
15,4.4,62,990.5,0.0,100,18.0,180.0,30.2
16,4.9,58,990.1,0.0,100,21.0,145.0,28.9
17,4.9,58,988.9,0.0,88,26.0,94.0,25.3
18,4.5,58,988.5,0.0,100,13.0,43.0,23.4
19,3.7,63,988.4,0.0,100,0.0,2.0,22.9
20,3.4,64,988.1,0.0,100,0.0,0.0,22.1
21,3.0,65,987.9,0.0,74,0.0,0.0,20.3
22,2.6,68,987.8,0.0,52,0.0,0.0,18.1
23,1.7,71,988.1,0.0,42,0.0,0.0,16.5
00,0.9,74,987.7,0.0,33,0.0,0.0,16.5
01,0.3,76,987.1,0.0,41,0.0,0.0,20.9
02,-0.1,76,987.0,0.0,100,0.0,0.0,22.5
03,-0.2,75,987.0,0.0,100,0.0,0.0,26.2
04,-0.0,73,986.8,0.0,89,0.0,0.0,27.6
05,0.1,73,987.1,0.0,71,0.0,0.0,27.5
06,-0.2,74,987.7,0.0,97,0.0,0.0,28.1
07,-0.9,74,988.4,0.1,17,0.0,0.0,23.7
08,-1.5,71,989.4,0.0,4,8.0,14.0,22.0
09,-1.1,64,990.2,0.0,5,70.0,63.0,25.6
10,-0.7,57,990.7,0.0,71,182.0,97.0,30.6
11,0.3,53,991.2,0.0,88,179.0,159.0,29.2
12,1.1,51,991.8,0.0,90,143.0,219.0,28.9
13,1.7,49,992.0,0.0,70,117.0,247.0,27.0
14,2.2,48,991.9,0.0,76,107.0,255.0,27.4
15,2.2,47,992.2,0.0,90,78.0,213.0,25.9
16,2.2,45,992.6,0.0,90,27.0,175.0,24.1
17,1.8,48,992.7,0.0,78,14.0,94.0,19.8
18,1.1,51,992.8,0.0,80,12.0,40.0,15.5
19,0.5,54,993.2,0.0,87,0.0,2.0,11.9
20,-0.0,56,993.4,0.0,72,0.0,0.0,9.5
21,-0.4,58,993.8,0.0,79,0.0,0.0,8.9
22,-1.2,64,993.7,0.0,77,0.0,0.0,9.0
23,-1.3,65,994.1,0.0,73,0.0,0.0,8.9
00,-1.5,66,994.0,0.0,73,0.0,0.0,8.1
01,-1.6,67,993.6,0.0,83,0.0,0.0,8.4
02,-2.1,69,993.4,0.0,44,0.0,0.0,7.0
03,-2.9,74,993.2,0.0,23,0.0,0.0,7.4
04,-3.5,77,993.1,0.0,37,0.0,0.0,8.9
05,-3.9,78,993.0,0.0,54,0.0,0.0,8.9
06,-4.1,79,993.1,0.0,77,0.0,0.0,8.4
07,-4.3,80,993.2,0.0,79,0.0,0.0,8.2
08,-3.8,78,993.5,0.0,85,11.0,15.0,10.2
09,-1.1,66,993.7,0.0,73,86.0,61.0,11.0
10,0.7,62,994.0,0.0,28,176.0,102.0,12.5
11,2.1,51,994.1,0.0,100,280.0,103.0,17.1
12,2.9,43,993.9,0.0,100,196.0,192.0,19.1
13,3.5,43,993.7,0.0,100,133.0,262.0,20.6
14,3.2,48,993.8,0.1,100,71.0,225.0,21.4
15,3.1,53,994.0,0.1,100,39.0,210.0,21.5
16,2.5,62,994.5,0.2,89,55.0,144.0,18.6
17,2.1,65,994.7,0.1,48,71.0,88.0,14.3
18,0.9,71,995.1,0.0,28,42.0,40.0,10.7
19,-0.6,76,995.7,0.0,17,1.0,3.0,9.1
20,-1.5,79,996.6,0.0,15,0.0,0.0,9.4
21,-2.2,81,996.9,0.0,16,0.0,0.0,8.8
22,-2.6,81,997.4,0.0,17,0.0,0.0,8.3
23,-3.5,84,997.4,0.0,22,0.0,0.0,9.0
00,-4.0,84,997.6,0.0,61,0.0,0.0,8.7
01,-4.3,84,997.8,0.0,57,0.0,0.0,7.6
02,-4.4,84,997.5,0.0,100,0.0,0.0,7.1
03,-3.8,85,997.5,0.0,100,0.0,0.0,5.8
04,-2.5,80,997.2,0.0,100,0.0,0.0,6.6
05,-1.7,78,997.1,0.0,100,0.0,0.0,7.0
06,-1.5,80,996.9,0.0,100,0.0,0.0,7.9
07,-1.9,85,996.6,0.0,100,0.0,0.0,8.6
08,-1.9,89,996.9,0.0,66,9.0,18.0,10.2
09,-0.1,86,996.8,0.0,73,73.0,69.0,10.5
10,1.8,81,996.5,0.0,98,84.0,146.0,13.1
11,3.7,72,996.2,0.0,89,213.0,153.0,13.6
12,5.1,61,996.0,0.0,100,223.0,202.0,16.4
13,6.0,57,995.3,0.0,100,241.0,209.0,16.2
14,6.1,57,994.9,0.0,100,69.0,234.0,18.0
15,6.1,59,994.5,0.0,100,48.0,200.0,16.8
16,6.0,63,994.2,0.0,100,21.0,165.0,15.5
17,5.4,67,993.6,0.0,100,21.0,116.0,15.1
18,4.2,75,993.3,0.1,100,5.0,50.0,15.2
19,3.5,82,993.7,0.2,100,0.0,2.0,15.5
20,3.1,87,993.8,0.2,100,0.0,0.0,14.7
21,2.9,90,993.8,0.1,100,0.0,0.0,11.6
22,2.3,92,993.9,0.3,100,0.0,0.0,8.6
23,2.0,93,994.0,0.3,100,0.0,0.0,6.1
00,1.6,95,993.9,0.2,100,0.0,0.0,4.9
01,1.3,96,994.0,0.1,86,0.0,0.0,4.7
02,0.8,97,994.1,0.0,41,0.0,0.0,7.3
03,-0.1,97,994.2,0.0,14,0.0,0.0,6.2
04,-1.2,99,994.2,0.0,7,0.0,0.0,6.6
05,-2.5,99,994.5,0.0,90,0.0,0.0,7.3
06,-2.1,99,994.7,0.0,89,0.0,0.0,3.8
07,-1.9,98,995.1,0.0,100,0.0,0.0,2.6
08,-1.3,99,995.2,0.0,100,2.0,16.0,3.6
09,0.0,98,995.3,0.0,100,3.0,67.0,5.8
10,1.5,96,995.5,0.0,100,20.0,138.0,8.8
11,3.0,91,995.2,0.0,100,26.0,201.0,15.2
12,4.8,87,994.5,0.0,100,26.0,231.0,17.7
13,6.0,86,993.7,0.0,100,14.0,213.0,20.3
14,6.6,89,992.6,1.0,100,9.0,168.0,20.6
15,7.5,90,992.2,0.2,100,4.0,139.0,17.0
16,7.8,91,992.1,0.2,100,0.0,68.0,17.2
17,8.2,88,991.6,0.0,94,20.0,65.0,17.7
18,7.9,85,991.2,0.0,74,9.0,33.0,15.3
19,6.8,86,991.0,0.0,64,0.0,4.0,12.7
20,5.6,88,991.3,0.0,17,0.0,0.0,11.8
21,4.9,88,991.2,0.0,36,0.0,0.0,13.0
22,5.1,89,991.3,0.1,50,0.0,0.0,15.0
23,5.3,88,991.5,0.0,43,0.0,0.0,16.3
00,5.4,89,991.9,0.0,76,0.0,0.0,14.0
01,5.0,91,992.0,0.0,80,0.0,0.0,11.6
02,4.1,93,992.1,0.0,77,0.0,0.0,9.2
03,2.9,94,992.1,0.0,58,0.0,0.0,6.8
04,1.6,96,992.0,0.0,50,0.0,0.0,8.0
05,0.6,98,991.6,0.0,61,0.0,0.0,9.7
06,-0.1,98,991.6,0.0,43,0.0,0.0,7.6
07,-0.5,99,991.4,0.0,100,0.0,0.0,7.6
08,0.9,99,991.2,0.0,100,7.0,23.0,9.9
09,3.2,99,991.2,0.0,100,50.0,75.0,11.5
10,4.4,94,991.2,0.0,99,51.0,142.0,17.8
11,6.3,89,991.2,0.0,100,83.0,184.0,20.3
12,7.8,85,991.0,0.0,89,41.0,235.0,20.7
13,9.4,78,990.2,0.0,74,83.0,255.0,21.5
14,11.2,69,989.4,0.0,64,244.0,193.0,21.9
15,12.2,65,989.1,0.0,11,317.0,137.0,19.4
16,12.7,63,988.6,0.0,3,270.0,99.0,19.9
17,12.3,65,987.8,0.0,4,171.0,70.0,17.2
18,10.9,69,987.6,0.0,20,57.0,41.0,15.9
19,9.3,74,987.2,0.0,28,2.0,4.0,15.5
20,8.3,78,987.2,0.0,29,0.0,0.0,17.0
21,7.9,79,987.0,0.0,29,0.0,0.0,19.0
22,8.1,75,986.5,0.0,33,0.0,0.0,20.2
23,8.2,72,986.3,0.0,37,0.0,0.0,20.8
00,7.9,70,986.0,0.0,37,0.0,0.0,20.7
01,7.4,70,985.6,0.0,38,0.0,0.0,22.9
02,7.1,71,985.0,0.0,65,0.0,0.0,22.7
03,6.8,73,985.1,0.0,77,0.0,0.0,22.8
04,6.5,75,985.3,0.0,80,0.0,0.0,22.4
05,6.2,79,985.2,0.3,48,0.0,0.0,20.4
06,5.9,83,985.9,0.0,29,0.0,0.0,19.1
07,5.5,86,986.1,0.0,53,0.0,0.0,17.1
08,5.9,87,986.9,0.0,75,7.0,12.0,16.1
09,6.8,87,987.8,0.0,91,18.0,56.0,14.0
10,6.9,90,988.8,0.0,100,14.0,71.0,12.8
11,6.4,90,989.9,0.0,100,14.0,91.0,12.2
12,5.7,88,990.9,0.0,100,2.0,97.0,10.8
13,5.5,85,991.9,0.0,94,9.0,124.0,12.1
14,5.1,81,992.2,0.0,89,0.0,100.0,12.0
15,5.1,76,993.4,0.0,77,5.0,119.0,12.2
16,5.5,72,993.5,0.0,68,47.0,100.0,10.5
17,5.5,71,993.7,0.0,67,29.0,86.0,8.6
18,5.0,73,994.3,0.0,62,21.0,48.0,5.9
19,3.7,79,994.7,0.0,62,1.0,5.0,6.4
20,2.3,85,995.2,0.0,59,0.0,0.0,7.0
21,1.5,88,995.2,0.0,61,0.0,0.0,8.4
22,1.1,87,995.2,0.0,74,0.0,0.0,9.7
23,0.8,88,995.0,0.0,73,0.0,0.0,9.5
00,0.6,90,995.2,0.0,79,0.0,0.0,8.9
01,0.6,91,995.7,0.0,90,0.0,0.0,9.1
02,1.0,91,995.0,0.0,90,0.0,0.0,10.2
03,1.3,90,994.7,0.0,90,0.0,0.0,10.7
04,1.3,92,994.0,0.0,90,0.0,0.0,11.2
05,1.4,93,993.6,0.0,90,0.0,0.0,11.2
06,1.7,93,993.1,0.0,90,0.0,0.0,12.7
07,2.4,93,992.3,0.0,90,0.0,0.0,13.5
08,3.0,94,992.1,0.0,91,11.0,20.0,14.8
09,4.6,93,991.6,0.0,75,54.0,74.0,15.0
10,6.1,89,991.3,0.0,100,75.0,140.0,19.3
11,7.7,87,990.5,0.0,100,62.0,209.0,19.6
